anxiety_level,self_esteem,depression,headache,sleep_quality,noise_level,living_conditions,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure,anxiety_level_normalized,self_esteem_normalized,depression_normalized,headache_normalized,sleep_quality_normalized,noise_level_normalized,living_conditions_normalized,basic_needs_normalized,academic_performance_normalized,study_load_normalized,teacher_student_relationship_normalized,future_career_concerns_normalized,social_support_normalized,peer_pressure_normalized,stress_level
13,18,13,3,2,3,2,2,3,3,2,3,2,2,3.4761904761904763,2.6,2.9259259259259256,3.4,3.4,3.4,2.0,3.4,2.6,3.4,3.4,3.4,3.4,2.6,2.75842151675485
9,17,10,2,2,3,2,2,2,3,3,2,2,2,2.7142857142857144,2.7333333333333334,2.4814814814814814,2.6,3.4,3.4,2.0,3.4,3.4,3.4,2.6,2.6,3.4,2.6,2.5748236331569663
18,6,22,3,1,3,2,1,1,3,2,4,1,5,4.428571428571429,4.2,4.2592592592592595,3.4,4.2,3.4,2.0,4.2,4.2,3.4,3.4,4.2,4.2,5.0,2.320326278659612
11,6,10,0,5,2,1,1,5,1,4,3,0,2,3.0952380952380953,4.2,2.4814814814814814,1.0,1.0,2.6,1.0,4.2,1.0,1.8,1.7999999999999998,3.4,5.0,2.6,1.482363315696649
1,25,3,1,5,1,4,4,4,1,4,1,3,1,1.1904761904761905,1.666666666666666,1.4444444444444444,1.8,1.0,1.8,4.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,1.8,2.58478835978836
18,16,11,4,0,3,0,5,3,2,1,4,0,2,4.428571428571429,2.8666666666666667,2.6296296296296298,4.2,5.0,3.4,1.0,1.0,2.6,2.6,4.2,4.2,5.0,2.6,2.6440917107583775
5,26,3,1,4,2,3,5,4,2,5,1,3,2,1.9523809523809523,1.5333333333333332,1.4444444444444444,1.8,1.7999999999999998,2.6,3.0,1.0,1.7999999999999998,2.6,1.0,1.8,2.6,2.6,2.7082010582010585
20,15,22,5,1,3,2,2,1,3,2,4,1,4,4.809523809523809,3.0,4.2592592592592595,5.0,4.2,3.4,2.0,3.4,4.2,3.4,3.4,4.2,4.2,4.2,2.936199294532628
13,22,10,3,3,3,2,2,2,2,2,2,2,2,3.4761904761904763,2.066666666666667,2.4814814814814814,3.4,2.6,3.4,2.0,3.4,3.4,2.6,3.4,2.6,3.4,2.6,2.9399029982363314
12,23,13,2,2,2,3,3,2,2,2,3,3,2,3.2857142857142856,1.9333333333333336,2.9259259259259256,2.6,3.4,2.6,3.0,2.6,3.4,2.6,3.4,3.4,2.6,2.6,3.0254850088183423
8,30,19,1,4,2,5,4,2,4,0,0,0,5,2.5238095238095237,1.0,3.814814814814815,1.8,1.7999999999999998,2.6,5.0,1.7999999999999998,3.4,4.2,5.0,1.0,5.0,5.0,3.5807760141093476
0,28,4,1,5,2,4,5,5,1,5,1,3,1,1.0,1.2666666666666666,1.5925925925925926,1.8,1.0,2.6,4.0,1.0,1.0,1.8,1.0,1.8,2.6,1.8,2.716358024691358
20,6,25,5,1,3,2,1,2,4,2,5,1,5,4.809523809523809,4.2,4.703703703703704,5.0,4.2,3.4,2.0,4.2,3.4,4.2,3.4,5.0,4.2,5.0,2.454717813051146
10,16,9,3,2,2,3,2,3,3,3,3,3,2,2.9047619047619047,2.8666666666666667,2.333333333333333,3.4,3.4,2.6,3.0,3.4,2.6,3.4,2.6,3.4,2.6,2.6,2.5515873015873014
19,23,3,4,5,1,5,3,2,3,1,5,0,1,4.619047619047619,1.9333333333333336,1.4444444444444444,4.2,1.0,1.8,5.0,2.6,3.4,3.4,4.2,5.0,5.0,1.8,3.135978835978835
12,17,25,3,3,0,0,4,3,5,0,3,0,0,3.2857142857142856,2.7333333333333334,4.703703703703704,3.4,2.6,1.0,1.0,1.7999999999999998,2.6,5.0,5.0,3.4,5.0,1.0,2.5828924162257496
13,23,9,3,3,2,2,2,2,2,3,3,2,3,3.4761904761904763,1.9333333333333336,2.333333333333333,3.4,2.6,2.6,2.0,3.4,3.4,2.6,2.6,3.4,3.4,3.4,3.000396825396825
15,12,24,5,1,5,1,2,1,4,2,4,1,5,3.857142857142857,3.4,4.555555555555555,5.0,4.2,5.0,1.0,3.4,4.2,4.2,3.4,4.2,4.2,5.0,2.8005291005291006
10,18,9,2,3,3,2,2,3,3,2,3,3,3,2.9047619047619047,2.6,2.333333333333333,2.6,2.6,3.4,2.0,3.4,2.6,3.4,3.4,3.4,2.6,3.4,2.6765873015873014
13,15,12,2,2,2,3,2,2,2,2,3,2,2,3.4761904761904763,3.0,2.7777777777777777,2.6,3.4,2.6,3.0,3.4,3.4,2.6,3.4,3.4,3.4,2.6,2.527248677248677
7,29,5,1,4,1,3,4,5,1,5,1,3,2,2.333333333333333,1.1333333333333329,1.7407407407407407,1.8,1.7999999999999998,1.8,3.0,1.7999999999999998,1.0,1.8,1.0,1.8,2.6,2.6,2.8697530864197534
16,15,21,5,1,3,1,1,1,4,1,5,1,5,4.0476190476190474,3.0,4.111111111111111,5.0,4.2,3.4,1.0,4.2,4.2,4.2,4.2,5.0,4.2,5.0,3.0232804232804233
11,18,9,3,2,2,3,3,3,3,3,2,2,2,3.0952380952380953,2.6,2.333333333333333,3.4,3.4,2.6,3.0,2.6,2.6,3.4,2.6,2.6,3.4,2.6,2.6261904761904766
4,28,0,1,5,1,3,5,5,1,4,1,3,2,1.7619047619047619,1.2666666666666666,1.0,1.8,1.0,1.8,3.0,1.0,1.0,1.8,1.7999999999999998,1.8,2.6,2.6,2.715079365079365
6,28,8,1,4,2,3,4,5,1,4,1,3,1,2.142857142857143,1.2666666666666666,2.185185185185185,1.8,1.7999999999999998,2.6,3.0,1.7999999999999998,1.0,1.8,1.7999999999999998,1.8,2.6,1.8,2.8470017636684304
11,22,14,2,3,2,3,3,3,3,3,3,3,2,3.0952380952380953,2.066666666666667,3.074074074074074,2.6,2.6,2.6,3.0,2.6,2.6,3.4,2.6,3.4,2.6,2.6,2.890388007054674
9,17,13,2,2,3,3,2,2,3,3,3,3,3,2.7142857142857144,2.7333333333333334,2.9259259259259256,2.6,3.4,3.4,3.0,3.4,3.4,3.4,2.6,3.4,2.6,3.4,2.7016754850088183
7,25,8,1,5,1,4,4,4,2,4,1,3,1,2.333333333333333,1.666666666666666,2.185185185185185,1.8,1.0,1.8,4.0,1.7999999999999998,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,1.8,2.696604938271605
10,20,6,1,3,5,4,3,1,4,2,0,0,0,2.9047619047619047,2.3333333333333335,1.8888888888888888,1.8,2.6,5.0,4.0,2.6,4.2,4.2,3.4,1.0,5.0,1.0,2.7747354497354495
17,11,21,5,1,3,2,1,1,4,1,5,1,5,4.238095238095238,3.533333333333333,4.111111111111111,5.0,4.2,3.4,2.0,4.2,4.2,4.2,4.2,5.0,4.2,5.0,2.806216931216931
11,21,14,3,3,3,2,3,2,2,2,2,3,3,3.0952380952380953,2.2,3.074074074074074,3.4,2.6,3.4,2.0,2.6,3.4,2.6,3.4,2.6,2.6,3.4,2.88205467372134
19,14,19,4,1,5,2,2,1,5,2,4,1,5,4.619047619047619,3.1333333333333333,3.814814814814815,4.2,4.2,5.0,2.0,3.4,4.2,5.0,3.4,4.2,4.2,5.0,2.976410934744268
18,11,26,3,1,3,2,2,2,4,2,5,1,5,4.428571428571429,3.533333333333333,4.851851851851851,3.4,4.2,3.4,2.0,3.4,3.4,4.2,3.4,5.0,4.2,5.0,2.678350970017637
21,2,22,5,1,5,1,1,2,3,1,5,1,4,5.0,4.733333333333333,4.2592592592592595,5.0,4.2,5.0,1.0,4.2,3.4,3.4,4.2,5.0,4.2,4.2,2.169135802469136
19,14,24,3,1,4,1,1,1,5,2,4,1,5,4.619047619047619,3.1333333333333333,4.555555555555555,3.4,4.2,4.2,1.0,4.2,4.2,5.0,3.4,4.2,4.2,5.0,2.9322751322751324
6,30,7,1,5,1,4,4,4,1,4,1,3,2,2.142857142857143,1.0,2.037037037037037,1.8,1.0,1.8,4.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,2.6,3.015828924162258
16,4,15,5,1,3,1,2,2,5,1,5,1,4,4.0476190476190474,4.466666666666667,3.2222222222222223,5.0,4.2,3.4,1.0,3.4,3.4,5.0,4.2,5.0,4.2,4.2,2.186243386243386
6,27,5,1,4,1,4,5,5,1,5,1,3,1,2.142857142857143,1.4000000000000004,1.7407407407407407,1.8,1.7999999999999998,1.8,4.0,1.0,1.0,1.8,1.0,1.8,2.6,1.8,2.703483245149912
7,27,8,1,4,2,3,4,5,2,4,1,3,2,2.333333333333333,1.4000000000000004,2.185185185185185,1.8,1.7999999999999998,2.6,3.0,1.7999999999999998,1.0,2.6,1.7999999999999998,1.8,2.6,2.6,2.8549382716049383
17,23,10,5,1,1,4,2,1,3,3,5,0,3,4.238095238095238,1.9333333333333336,2.4814814814814814,5.0,4.2,1.8,4.0,3.4,4.2,3.4,2.6,5.0,5.0,3.4,3.3549823633156963
12,21,12,2,3,3,3,3,3,3,3,2,2,3,3.2857142857142856,2.2,2.7777777777777777,2.6,2.6,3.4,3.0,2.6,2.6,3.4,2.6,2.6,3.4,3.4,2.852645502645503
5,30,3,1,5,1,3,4,5,2,4,1,3,1,1.9523809523809523,1.0,1.4444444444444444,1.8,1.0,1.8,3.0,1.7999999999999998,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.9082010582010582
11,20,9,2,2,3,2,2,3,2,3,3,2,2,3.0952380952380953,2.3333333333333335,2.333333333333333,2.6,3.4,3.4,2.0,3.4,2.6,2.6,2.6,3.4,3.4,2.6,2.751190476190476
11,15,14,2,3,3,2,3,2,2,3,2,3,2,3.0952380952380953,3.0,3.074074074074074,2.6,2.6,3.4,2.0,2.6,3.4,2.6,2.6,2.6,2.6,2.6,2.38205467372134
8,29,6,1,5,2,3,5,4,1,5,1,3,2,2.5238095238095237,1.1333333333333329,1.8888888888888888,1.8,1.0,2.6,3.0,1.0,1.7999999999999998,1.8,1.0,1.8,2.6,2.6,2.883862433862434
12,17,13,3,2,3,2,2,3,2,2,3,2,3,3.2857142857142856,2.7333333333333334,2.9259259259259256,3.4,3.4,3.4,2.0,3.4,2.6,2.6,3.4,3.4,3.4,3.4,2.6838183421516755
7,26,0,1,5,2,3,5,4,2,4,1,3,1,2.333333333333333,1.5333333333333332,1.0,1.8,1.0,2.6,3.0,1.0,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,1.8,2.6722222222222225
10,24,10,2,2,2,2,3,2,3,3,2,2,3,2.9047619047619047,1.7999999999999998,2.4814814814814814,2.6,3.4,2.6,2.0,2.6,3.4,3.4,2.6,2.6,3.4,3.4,3.0160934744268078
14,30,9,2,5,1,4,3,5,0,0,4,1,2,3.6666666666666665,1.0,2.333333333333333,2.6,1.0,1.8,4.0,2.6,1.0,1.0,5.0,4.2,4.2,2.6,3.325
4,28,8,1,5,1,4,4,5,1,4,1,3,1,1.7619047619047619,1.2666666666666666,2.185185185185185,1.8,1.0,1.8,4.0,1.7999999999999998,1.0,1.8,1.7999999999999998,1.8,2.6,1.8,2.8061287477954147
8,26,8,1,5,2,3,5,4,2,5,1,3,1,2.5238095238095237,1.5333333333333332,2.185185185185185,1.8,1.0,2.6,3.0,1.0,1.7999999999999998,2.6,1.0,1.8,2.6,1.8,2.6962081128747797
15,11,24,4,1,3,2,1,1,3,2,4,1,4,3.857142857142857,3.533333333333333,4.555555555555555,4.2,4.2,3.4,2.0,4.2,4.2,3.4,3.4,4.2,4.2,4.2,2.6421957671957674
16,13,12,2,0,0,0,5,2,4,0,1,1,0,4.0476190476190474,3.2666666666666666,2.7777777777777777,2.6,5.0,1.0,1.0,1.0,3.4,4.2,5.0,1.8,4.2,1.0,2.234391534391534
0,30,0,1,5,2,4,5,5,2,4,1,3,2,1.0,1.0,1.0,1.8,1.0,2.6,4.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,2.6,2.9250000000000003
9,18,13,2,2,2,3,2,3,2,2,2,2,3,2.7142857142857144,2.6,2.9259259259259256,2.6,3.4,2.6,3.0,3.4,2.6,2.6,3.4,2.6,3.4,3.4,2.668342151675485
14,16,12,3,3,2,2,2,2,3,3,2,2,2,3.6666666666666665,2.8666666666666667,2.7777777777777777,3.4,2.6,2.6,2.0,3.4,3.4,3.4,2.6,2.6,3.4,2.6,2.526851851851852
16,10,26,3,1,5,2,1,1,4,1,4,1,4,4.0476190476190474,3.666666666666667,4.851851851851851,3.4,4.2,5.0,2.0,4.2,4.2,4.2,4.2,4.2,4.2,4.2,2.6958112874779543
19,14,26,5,1,5,2,2,2,5,1,4,1,4,4.619047619047619,3.1333333333333333,4.851851851851851,5.0,4.2,5.0,2.0,3.4,3.4,5.0,4.2,4.2,4.2,4.2,3.019620811287478
9,19,10,2,2,3,3,2,3,2,3,3,3,3,2.7142857142857144,2.466666666666667,2.4814814814814814,2.6,3.4,3.4,3.0,3.4,2.6,2.6,2.6,3.4,2.6,3.4,2.749823633156966
10,24,12,2,3,2,2,2,2,2,2,3,3,3,2.9047619047619047,1.7999999999999998,2.7777777777777777,2.6,2.6,2.6,2.0,3.4,3.4,2.6,3.4,3.4,2.6,3.4,3.0617724867724867
2,25,4,1,5,1,4,5,4,1,5,1,3,2,1.380952380952381,1.666666666666666,1.5925925925925926,1.8,1.0,1.8,4.0,1.0,1.7999999999999998,1.8,1.0,1.8,2.6,2.6,2.5655643738977076
17,3,16,3,1,4,2,1,2,4,2,4,1,4,4.238095238095238,4.6,3.3703703703703702,3.4,4.2,4.2,2.0,4.2,3.4,4.2,3.4,4.2,4.2,4.2,2.075352733686067
8,30,2,1,4,1,4,5,4,2,4,1,3,1,2.5238095238095237,1.0,1.2962962962962963,1.8,1.7999999999999998,1.8,4.0,1.0,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,1.8,3.0008377425044093
13,25,13,3,3,2,2,3,2,3,2,2,3,3,3.4761904761904763,1.666666666666666,2.9259259259259256,3.4,2.6,2.6,2.0,2.6,3.4,3.4,3.4,2.6,2.6,3.4,3.15842151675485
13,22,11,3,2,2,3,3,2,2,2,3,2,2,3.4761904761904763,2.066666666666667,2.6296296296296298,3.4,3.4,2.6,3.0,2.6,3.4,2.6,3.4,3.4,3.4,2.6,2.987742504409171
5,8,8,1,3,3,5,5,2,2,3,3,1,1,1.9523809523809523,3.9333333333333336,2.185185185185185,1.8,2.6,3.4,5.0,1.0,3.4,2.6,2.6,3.4,4.2,1.8,1.8557319223985889
19,0,27,5,1,3,2,1,1,4,2,4,1,4,4.619047619047619,5.0,5.0,5.0,4.2,3.4,2.0,4.2,4.2,4.2,3.4,4.2,4.2,4.2,2.025793650793651
5,25,3,1,4,2,4,4,4,1,4,1,3,2,1.9523809523809523,1.666666666666666,1.4444444444444444,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,2.6,2.716534391534392
18,26,18,5,5,0,4,5,2,1,0,5,0,1,4.428571428571429,1.5333333333333332,3.6666666666666665,5.0,1.0,1.0,4.0,1.0,3.4,1.8,5.0,5.0,5.0,1.8,3.2789682539682534
10,20,14,2,3,3,2,2,3,3,2,3,3,3,2.9047619047619047,2.3333333333333335,3.074074074074074,2.6,2.6,3.4,2.0,3.4,2.6,3.4,3.4,3.4,2.6,3.4,2.840784832451499
6,29,4,1,4,1,3,5,4,1,5,1,3,1,2.142857142857143,1.1333333333333329,1.5925925925925926,1.8,1.7999999999999998,1.8,3.0,1.0,1.7999999999999998,1.8,1.0,1.8,2.6,1.8,2.8223104056437394
7,11,9,3,2,3,0,1,2,2,4,2,0,3,2.333333333333333,3.533333333333333,2.333333333333333,3.4,3.4,3.4,1.0,4.2,3.4,2.6,1.7999999999999998,2.6,5.0,3.4,2.144444444444445
13,23,11,3,3,3,3,2,3,3,2,2,3,3,3.4761904761904763,1.9333333333333336,2.6296296296296298,3.4,2.6,3.4,3.0,3.4,2.6,3.4,3.4,2.6,2.6,3.4,3.087742504409171
4,28,7,1,5,2,4,5,5,1,5,1,3,2,1.7619047619047619,1.2666666666666666,2.037037037037037,1.8,1.0,2.6,4.0,1.0,1.0,1.8,1.0,1.8,2.6,2.6,2.799955908289242
20,14,15,5,1,4,2,2,2,4,2,5,1,5,4.809523809523809,3.1333333333333333,3.2222222222222223,5.0,4.2,4.2,2.0,3.4,3.4,4.2,3.4,5.0,4.2,5.0,2.9263227513227514
0,25,1,1,4,2,4,5,4,1,4,1,3,2,1.0,1.666666666666666,1.1481481481481481,1.8,1.7999999999999998,2.6,4.0,1.0,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,2.6,2.6311728395061733
7,25,4,1,5,2,3,5,5,1,4,1,3,1,2.333333333333333,1.666666666666666,1.5925925925925926,1.8,1.0,2.6,3.0,1.0,1.0,1.8,1.7999999999999998,1.8,2.6,1.8,2.5635802469135807
1,24,19,3,2,4,5,2,4,5,1,2,1,0,1.1904761904761905,1.7999999999999998,3.814814814814815,3.4,3.4,4.2,5.0,3.4,1.7999999999999998,5.0,4.2,2.6,4.2,1.0,3.225220458553792
0,25,0,1,4,1,3,4,4,1,4,1,3,2,1.0,1.666666666666666,1.0,1.8,1.7999999999999998,1.8,3.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,2.6,2.583333333333334
12,24,9,2,2,2,2,2,2,2,3,2,2,3,3.2857142857142856,1.7999999999999998,2.333333333333333,2.6,3.4,2.6,2.0,3.4,3.4,2.6,2.6,2.6,3.4,3.4,3.025793650793651
7,29,3,1,4,1,3,4,4,1,5,1,3,2,2.333333333333333,1.1333333333333329,1.4444444444444444,1.8,1.7999999999999998,1.8,3.0,1.7999999999999998,1.7999999999999998,1.8,1.0,1.8,2.6,2.6,2.8907407407407413
20,1,19,5,1,3,2,1,1,3,1,4,1,4,4.809523809523809,4.866666666666667,3.814814814814815,5.0,4.2,3.4,2.0,4.2,4.2,3.4,4.2,4.2,4.2,4.2,2.0510141093474425
1,26,3,1,4,2,4,4,5,2,4,1,3,1,1.1904761904761905,1.5333333333333332,1.4444444444444444,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.7181216931216934
5,1,18,4,3,2,0,0,1,0,0,3,1,2,1.9523809523809523,4.866666666666667,3.6666666666666665,4.2,2.6,2.6,1.0,5.0,4.2,1.0,5.0,3.4,4.2,2.6,1.6174603174603173
14,15,12,3,3,2,3,2,3,3,2,2,3,2,3.6666666666666665,3.0,2.7777777777777777,3.4,2.6,2.6,3.0,3.4,2.6,3.4,3.4,2.6,2.6,2.6,2.5018518518518515
19,2,18,4,1,5,1,2,1,3,1,5,1,5,4.619047619047619,4.733333333333333,3.6666666666666665,4.2,4.2,5.0,1.0,3.4,4.2,3.4,4.2,5.0,4.2,5.0,2.1285714285714286
5,15,7,0,1,3,5,1,1,1,4,3,1,2,1.9523809523809523,3.0,2.037037037037037,1.0,4.2,3.4,5.0,4.2,4.2,1.8,1.7999999999999998,3.4,4.2,2.6,2.4828924162257495
19,15,27,5,1,5,2,2,2,5,1,4,1,4,4.619047619047619,3.0,5.0,5.0,4.2,5.0,2.0,3.4,3.4,5.0,4.2,4.2,4.2,4.2,3.092460317460318
11,18,13,3,2,3,3,3,2,3,2,2,3,2,3.0952380952380953,2.6,2.9259259259259256,3.4,3.4,3.4,3.0,2.6,3.4,3.4,3.4,2.6,2.6,2.6,2.7508818342151677
9,22,13,2,2,3,3,2,3,2,3,2,3,3,2.7142857142857144,2.066666666666667,2.9259259259259256,2.6,3.4,3.4,3.0,3.4,2.6,2.6,2.6,2.6,2.6,3.4,2.935008818342152
19,6,18,3,1,4,1,2,2,4,1,5,1,5,4.619047619047619,4.2,3.6666666666666665,3.4,4.2,4.2,1.0,3.4,3.4,4.2,4.2,5.0,4.2,5.0,2.3285714285714283
4,11,20,5,1,5,3,1,2,5,1,3,1,5,1.7619047619047619,3.533333333333333,3.962962962962963,5.0,4.2,5.0,3.0,4.2,3.4,5.0,4.2,3.4,4.2,5.0,2.7385361552028216
11,18,10,2,3,2,3,2,3,2,2,3,3,2,3.0952380952380953,2.6,2.4814814814814814,2.6,2.6,2.6,3.0,3.4,2.6,2.6,3.4,3.4,2.6,2.6,2.632363315696649
7,25,2,1,5,2,4,4,4,2,5,1,3,1,2.333333333333333,1.666666666666666,1.2962962962962963,1.8,1.0,2.6,4.0,1.7999999999999998,1.7999999999999998,2.6,1.0,1.8,2.6,1.8,2.6595679012345683
5,25,6,1,4,2,4,4,4,2,4,1,3,2,1.9523809523809523,1.666666666666666,1.8888888888888888,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,2.6,2.768386243386244
20,5,19,4,1,4,1,2,2,4,1,4,1,5,4.809523809523809,4.333333333333334,3.814814814814815,4.2,4.2,4.2,1.0,3.4,3.4,4.2,4.2,4.2,4.2,5.0,2.276014109347442
21,7,23,5,1,3,1,1,2,4,2,4,1,4,5.0,4.066666666666666,4.407407407407407,5.0,4.2,3.4,1.0,4.2,3.4,4.2,3.4,4.2,4.2,4.2,2.408641975308642
13,17,11,3,3,3,3,2,2,3,3,2,3,2,3.4761904761904763,2.7333333333333334,2.6296296296296298,3.4,2.6,3.4,3.0,3.4,3.4,3.4,2.6,2.6,2.6,2.6,2.6544091710758377
0,27,4,1,4,2,3,5,5,2,4,1,3,1,1.0,1.4000000000000004,1.5925925925925926,1.8,1.7999999999999998,2.6,3.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.7080246913580246
2,29,1,1,4,1,3,5,5,1,5,1,3,1,1.380952380952381,1.1333333333333329,1.1481481481481481,1.8,1.7999999999999998,1.8,3.0,1.0,1.0,1.8,1.0,1.8,2.6,1.8,2.7387125220458555
19,27,1,0,5,4,4,0,0,2,2,2,1,5,4.619047619047619,1.4000000000000004,1.1481481481481481,1.0,1.0,4.2,4.0,5.0,5.0,2.6,3.4,2.6,4.2,5.0,3.4486331569664905
2,15,17,0,5,3,0,0,2,0,0,0,1,3,1.380952380952381,3.0,3.5185185185185186,1.0,1.0,3.4,1.0,5.0,3.4,1.0,5.0,1.0,4.2,3.4,2.254144620811287
12,22,13,2,2,2,2,3,3,3,3,3,3,2,3.2857142857142856,2.066666666666667,2.9259259259259256,2.6,3.4,2.6,2.0,2.6,2.6,3.4,2.6,3.4,2.6,2.6,2.8838183421516757
2,27,8,1,5,2,4,5,5,2,4,1,3,1,1.380952380952381,1.4000000000000004,2.185185185185185,1.8,1.0,2.6,4.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.756922398589065
9,16,10,2,3,3,3,3,3,3,2,2,2,3,2.7142857142857144,2.8666666666666667,2.4814814814814814,2.6,2.6,3.4,3.0,2.6,2.6,3.4,3.4,2.6,3.4,3.4,2.516490299823633
9,25,11,2,2,2,2,3,2,2,2,2,2,2,2.7142857142857144,1.666666666666666,2.6296296296296298,2.6,3.4,2.6,2.0,2.6,3.4,2.6,3.4,2.6,3.4,2.6,3.0476631393298064
13,22,9,2,2,3,3,2,2,2,2,3,3,2,3.4761904761904763,2.066666666666667,2.333333333333333,2.6,3.4,3.4,3.0,3.4,3.4,2.6,3.4,3.4,2.6,2.6,3.0087301587301587
1,29,4,1,5,1,3,4,5,2,5,1,3,1,1.1904761904761905,1.1333333333333329,1.5925925925925926,1.8,1.0,1.8,3.0,1.7999999999999998,1.0,2.6,1.0,1.8,2.6,1.8,2.7826278659612
1,30,3,1,4,2,3,5,5,1,5,1,3,1,1.1904761904761905,1.0,1.4444444444444444,1.8,1.7999999999999998,2.6,3.0,1.0,1.0,1.8,1.0,1.8,2.6,1.8,2.8431216931216934
11,25,10,2,3,2,2,2,3,3,3,3,3,2,3.0952380952380953,1.666666666666666,2.4814814814814814,2.6,2.6,2.6,2.0,3.4,2.6,3.4,2.6,3.4,2.6,2.6,3.057363315696649
20,15,26,4,1,4,2,2,1,5,1,4,1,5,4.809523809523809,3.0,4.851851851851851,4.2,4.2,4.2,2.0,3.4,4.2,5.0,4.2,4.2,4.2,5.0,3.0942239858906526
11,19,10,2,3,2,2,3,3,3,3,2,2,3,3.0952380952380953,2.466666666666667,2.4814814814814814,2.6,2.6,2.6,2.0,2.6,2.6,3.4,2.6,2.6,3.4,3.4,2.624029982363316
9,23,14,3,3,2,3,3,2,2,3,2,2,2,2.7142857142857144,1.9333333333333336,3.074074074074074,3.4,2.6,2.6,3.0,2.6,3.4,2.6,2.6,2.6,3.4,2.6,2.9411816578483245
14,19,14,2,3,2,3,3,2,3,3,3,3,3,3.6666666666666665,2.466666666666667,3.074074074074074,2.6,2.6,2.6,3.0,2.6,3.4,3.4,2.6,3.4,2.6,3.4,2.780864197530864
13,17,14,3,3,2,2,2,2,3,3,3,2,2,3.4761904761904763,2.7333333333333334,3.074074074074074,3.4,2.6,2.6,2.0,3.4,3.4,3.4,2.6,3.4,3.4,2.6,2.6312610229276894
4,29,3,1,5,1,3,4,5,1,5,1,3,2,1.7619047619047619,1.1333333333333329,1.4444444444444444,1.8,1.0,1.8,3.0,1.7999999999999998,1.0,1.8,1.0,1.8,2.6,2.6,2.8002645502645507
11,24,12,2,3,2,3,2,2,2,2,2,3,3,3.0952380952380953,1.7999999999999998,2.7777777777777777,2.6,2.6,2.6,3.0,3.4,3.4,2.6,3.4,2.6,2.6,3.4,3.078042328042328
12,17,12,2,2,3,3,3,2,2,3,2,3,3,3.2857142857142856,2.7333333333333334,2.7777777777777777,2.6,3.4,3.4,3.0,2.6,3.4,2.6,2.6,2.6,2.6,3.4,2.6193121693121695
2,30,8,1,5,1,3,5,4,2,5,1,3,2,1.380952380952381,1.0,2.185185185185185,1.8,1.0,1.8,3.0,1.0,1.7999999999999998,2.6,1.0,1.8,2.6,2.6,2.915255731922399
13,15,13,3,3,3,2,2,3,3,2,2,3,3,3.4761904761904763,3.0,2.9259259259259256,3.4,2.6,3.4,2.0,3.4,2.6,3.4,3.4,2.6,2.6,3.4,2.5250881834215164
10,22,10,3,2,2,3,3,2,2,3,2,2,2,2.9047619047619047,2.066666666666667,2.4814814814814814,3.4,3.4,2.6,3.0,2.6,3.4,2.6,2.6,2.6,3.4,2.6,2.8910934744268078
10,22,11,2,3,2,2,2,2,2,3,2,2,2,2.9047619047619047,2.066666666666667,2.6296296296296298,2.6,2.6,2.6,2.0,3.4,3.4,2.6,2.6,2.6,3.4,2.6,2.822266313932981
0,26,4,1,5,2,3,4,5,1,5,1,3,1,1.0,1.5333333333333332,1.5925925925925926,1.8,1.0,2.6,3.0,1.7999999999999998,1.0,1.8,1.0,1.8,2.6,1.8,2.5746913580246913
10,25,14,3,2,2,3,3,2,3,2,3,2,2,2.9047619047619047,1.666666666666666,3.074074074074074,3.4,3.4,2.6,3.0,2.6,3.4,3.4,3.4,3.4,3.4,2.6,3.215784832451499
3,28,3,1,4,1,4,4,4,2,4,1,3,2,1.5714285714285714,1.2666666666666666,1.4444444444444444,1.8,1.7999999999999998,1.8,4.0,1.7999999999999998,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,2.6,2.900661375661376
19,13,25,3,1,5,1,1,1,3,2,5,1,4,4.619047619047619,3.2666666666666666,4.703703703703704,3.4,4.2,5.0,1.0,4.2,4.2,3.4,3.4,5.0,4.2,4.2,2.838447971781305
4,30,5,2,4,4,4,1,2,0,4,5,0,5,1.7619047619047619,1.0,1.7407407407407407,2.6,1.7999999999999998,4.2,4.0,4.2,3.4,1.0,1.7999999999999998,5.0,5.0,5.0,3.5209435626102294
